 FK6  ,        Name        ,      alpha      ,       delta      ,     mu    alp,     mu    delta,    p   ,    mag
5371,                    , 15 30  9.598810 ,  +46 23  9.90511 , +   14.30 , +    6.77 ,    3.3 ,  7.63  
5372,                    , 15 30 12.649585 ,  -70 23 39.22558 , -    0.27 , -    4.64 ,    3.1 ,  8.46  
5373,                    , 15 30 29.902040 ,  +53 58 17.85634 , -   15.98 , +   88.37 ,    8.4 ,  8.81  
5374,                    , 15 30 48.740713 ,  +17 26 23.79658 , +    9.96 , +    5.94 ,    3.0 ,  8.99  
3225,                    , 15 30 55.764626 ,  +64 12 31.29692 , -  111.84 , +   77.52 ,   10.2 ,  5.74  
3223,                    , 15 31 50.228674 ,  -32 52 51.99957 , -   18.36 , -   20.64 ,    7.1 ,  6.49  
3224,                    , 15 32 36.700680 ,  -19 40 13.65196 , -   19.94 , -   39.18 ,   14.3 ,  5.50  
3226, 11 Ser             , 15 32 57.937999 ,  - 1 11 11.03954 , -   16.93 , -   41.38 ,   12.0 ,  5.50  
5376,                    , 15 33 32.442175 ,  -34 21 34.59887 , -   19.77 , -   19.16 ,    3.4 ,  8.01  
3227,                    , 15 34 20.807982 ,  - 5 41 42.33331 , -   93.24 , +    5.87 ,   39.7 ,  6.52  
3230, tau^3 Ser          , 15 35 33.229885 ,  +17 39 19.99575 , -   77.59 , -   13.59 ,    7.8 ,  6.10  
5378,                    , 15 35 38.361090 ,  +35  5   .60536 , +    8.86 , -   40.92 ,    1.9 ,  8.97  
3231,                    , 15 35 53.367662 ,  +11 15 56.36015 , -   33.25 , -   11.90 ,    4.6 ,  6.04  
5379,                    , 15 36 42.573832 ,  +14 55 29.24288 , -   25.10 , -   21.55 ,    7.2 ,  7.08  
3244,                    , 15 36 48.504706 ,  +80 36 52.19652 , -   39.98 , +   49.01 ,    6.3 ,  6.89  
5380,                    , 15 37 10.897343 ,  -41  1  7.60334 , -    3.28 , -    9.75 ,    1.3 ,  7.12  
3240,                    , 15 37 39.128609 ,  +69 17   .03752 , -   48.98 , +   52.02 ,    3.7 ,  5.65  
5381,                    , 15 37 59.212581 ,  +10 14 23.55621 , +  136.19 , -  356.43 ,   21.1 ,  7.07  
3234,                    , 15 38 32.637740 ,  -39  9 38.52372 , -   21.01 , -   24.23 ,    5.0 ,  6.59  
5382,                    , 15 38 41.800023 ,  - 1 47 12.91911 , +   17.37 , -   41.15 ,    4.2 ,  8.29  
3238,                    , 15 38 48.851776 ,  +34 40 30.14016 , -    6.76 , -   16.38 ,    7.0 ,  6.12  
5383,                    , 15 38 59.403610 ,  +85 17  9.37430 , -   63.21 , +   33.06 ,    7.9 ,  6.88  
5384,                    , 15 39  1.441428 ,  -22 28 25.16276 , +    4.66 , +    6.93 ,    3.7 ,  7.56  
3228,                    , 15 39 18.396552 ,  -77 55  4.81085 , -   79.45 , -  129.84 ,    9.6 ,  6.19  
3237, psi^1 Lup          , 15 39 45.979056 ,  -34 24 42.92998 , +    5.95 , -   13.28 ,   13.3 ,  4.66  
3236,                    , 15 39 56.543970 ,  -59 54 30.01877 , -  122.01 , -  215.35 ,   32.3 ,  5.95  
5385,                    , 15 40  9.239034 ,  -45  1 17.11437 , -    3.27 , -   68.99 ,    5.4 ,  7.42  
3233,                    , 15 40 11.554590 ,  -70 13 40.38244 , -   41.60 , -   55.59 ,   12.9 ,  6.45  
3239, 42 Lib             , 15 40 16.895949 ,  -23 49  5.10805 , -   14.77 , -   11.18 ,    8.5 ,  4.97  
5386,                    , 15 40 35.149000 ,  + 4 10 13.10253 , +   22.30 , -   17.37 ,   11.7 ,  8.39  
5387,                    , 15 40 54.929046 ,  +40 56 46.84269 , -    2.22 , +   33.15 ,    7.7 ,  8.55  
5388,                    , 15 41   .812770 ,  +38 16 53.35235 , -   55.08 , +   32.83 ,   13.5 ,  8.23  
5389,                    , 15 41 14.510810 ,  +66 23  9.11370 , -    7.85 , +   22.86 ,    3.0 ,  8.75  
5390,                    , 15 41 45.397030 ,  - 6 26 39.82384 , -    3.11 , -    2.03 ,    4.8 ,  7.30  
3243, chi Ser            , 15 41 47.415334 ,  +12 50 51.09878 , +   39.45 , -    4.63 ,   14.2 ,  5.34  
5391,                    , 15 41 47.481132 ,  +49 26 43.07012 , -   78.63 , +   93.20 ,   17.0 ,  8.62  
3235,                    , 15 41 54.683133 ,  -76  4 55.05366 , -    8.40 , -   39.02 ,    8.6 ,  5.95  
3241,                    , 15 42 37.227548 ,  -49 29 22.38545 , -    4.28 , -   21.73 ,    6.3 ,  6.02  
5392,                    , 15 42 38.091745 ,  -18 36 25.56461 , -    6.13 , -   14.90 ,    1.8 ,  8.08  
3242,                    , 15 42 38.315567 ,  -37 25 29.77250 , -   50.07 , -   16.61 ,   12.0 ,  5.23  
3247,                    , 15 42 50.760064 ,  +52 21 39.24765 , -   66.05 , +   29.48 ,   10.3 ,  5.48  
5393,                    , 15 43 24.859387 ,  -15  2 35.62391 , -    3.63 , -   94.82 ,    7.9 ,  6.30  
3249, pi CrB             , 15 43 59.300233 ,  +32 30 56.90239 , -   29.21 , -    8.98 ,   13.1 ,  5.57  
3246, eta Lib            , 15 44  4.399436 ,  -15 40 22.20856 , -   34.59 , -   64.25 ,   22.2 ,  5.41  
3245,                    , 15 44 16.215513 ,  -56  9 55.46830 , -    8.79 , -   15.98 ,    4.8 ,  7.06  
5394,                    , 15 44 42.034436 ,  +58 26  1.12050 , -   80.53 , +   45.41 ,   15.0 ,  7.36  
5395,                    , 15 44 44.922613 ,  -60 14 18.33015 , -   24.61 , -    0.05 ,    7.5 ,  8.13  
3250,                    , 15 46 45.424475 ,  - 6  7 13.28257 , -   11.57 , +    0.80 ,    3.4 ,  6.24  
5399,                    , 15 49 13.681206 ,  -52 12 56.98367 , -    1.06 , -    4.38 ,    3.0 ,  7.30  
5400,                    , 15 49 34.376420 ,  -36 37  4.53006 , -   11.03 , -    6.20 ,    2.5 ,  8.96  
3252, delta CrB          , 15 49 35.646459 ,  +26  4  6.22046 , -   79.43 , -   63.68 ,   19.7 ,  4.59  
5401,                    , 15 50 11.861987 ,  + 5 57 17.17669 , -   30.34 , -   26.78 ,    8.9 ,  7.11  
5402,                    , 15 51 28.764354 ,  -64 10 54.07754 , +   53.54 , -    3.06 ,   13.5 ,  7.75  
3255,                    , 15 52 16.556781 ,  +55 49 36.16616 , -   24.03 , +   53.96 ,    9.0 ,  5.81  
5404,                    , 15 52 40.458251 ,  -79 24 13.86152 , -    6.27 , -   14.39 ,    5.2 ,  7.68  
5405,                    , 15 53  8.485918 ,  +46  2 24.18811 , -    4.89 , +   25.01 ,    3.9 ,  7.25  
3257,                    , 15 54 34.612112 ,  +20 18 39.48563 , -   83.25 , +   43.06 ,    5.4 ,  5.45  
3256, 40 Ser             , 15 54 40.274601 ,  + 8 34 49.21878 , +    1.26 , -    0.14 ,   13.5 ,  6.28  
5406,                    , 15 54 45.306621 ,  +18  2 21.04791 , -   11.94 , +    8.08 ,    3.3 ,  9.55  
3253, tau TrA            , 15 55 29.599249 ,  -68 36 10.80344 , -    8.83 , -    6.09 ,    1.3 ,  5.11  
5407,                    , 15 55 40.895156 ,  +72 23 31.34416 , -   37.30 , +   13.17 ,    7.5 ,  7.24  
3259, lambda CrB         , 15 55 47.587047 ,  +37 56 49.04730 , +   29.65 , +   79.96 ,   24.1 ,  5.43  
5408,                    , 15 56  7.089601 ,  +39 25 45.81862 , +    0.00 , +   23.11 ,   11.6 ,  7.85  
5409,                    , 15 58 58.068071 ,  +24 37 17.05906 , -   14.20 , +    2.66 ,    4.9 ,  8.80  
3260,                    , 15 59  4.395730 ,  +49 52 51.76187 , +   21.48 , -   54.83 ,   20.4 ,  6.04  
5410,                    , 15 59 13.074144 ,  -10 56 38.90419 , +   24.96 , +    1.85 ,    5.7 ,  8.65  
5411,                    , 16  0  2.150928 ,  + 0 37 25.13065 , -   16.33 , +   10.69 ,    2.3 ,  7.20  
5412,                    , 16  0 42.517847 ,  +31 34  5.65886 , +   65.78 , -   55.32 ,    8.6 ,  6.61  
3262,                    , 16  0 51.134284 ,  + 4 25 38.49256 , -   42.02 , +   73.59 ,   13.6 ,  5.82  
5413,                    , 16  0 51.569760 ,  +12 28 35.96327 , -    9.03 , +   11.91 ,    5.2 ,  8.10  
5414,                    , 16  0 56.823348 ,  +28 56 54.74578 , +   35.80 , +   18.51 ,   16.1 ,  7.97  
3270,                    , 16  0 57.881721 ,  +64 57   .11332 , +   16.35 , -    4.58 ,    6.0 ,  7.06  
5415,                    , 16  1  5.835516 ,  -21  9 20.34013 , -   22.15 , -   16.78 ,    5.1 ,  7.12  
3268, pi Ser             , 16  2 17.692036 ,  +22 48 16.03948 , +    4.69 , +   24.67 ,   18.4 ,  4.82  
5416,                    , 16  2 38.480749 ,  -18 10 18.22363 , -   10.01 , -    5.30 ,    3.4 ,  8.92  
3271, upsilon Her        , 16  2 47.898372 ,  +46  2 12.13590 , +   56.28 , -   61.46 ,    8.6 ,  4.72  
3266, eta Nor            , 16  3 12.896936 ,  -49 13 46.90267 , +   41.12 , +   10.51 ,   14.9 ,  4.65  
3267,                    , 16  3 24.189141 ,  -38 36  9.14069 , -   17.96 , -   27.95 ,    6.1 ,  4.90  
5418,                    , 16  3 52.882417 ,  + 3 43 38.03226 , -    8.37 , -    1.57 ,    3.6 ,  8.16  
5420,                    , 16  5 15.507989 ,  -56 20 23.64653 , -    2.52 , -    2.60 ,     .3 ,  7.22  
5421,                    , 16  5 52.260118 ,  + 9 56  9.44091 , -   16.89 , +   10.45 ,    5.0 ,  6.93  
5422,                    , 16  5 54.341767 ,  -89 18 30.77210 , -   22.78 , -   40.73 ,   11.9 ,  7.83  
3269,                    , 16  5 55.817589 ,  -72 24  3.23386 , -   33.33 , +   71.39 ,   11.3 ,  5.70  
3276,                    , 16  6 19.677326 ,  +67 48 36.48601 , -   35.43 , +   63.22 ,   11.9 ,  5.44  
3274, 45 Ser             , 16  7 37.539308 ,  + 9 53 30.27449 , -   19.71 , -    7.13 ,   12.1 ,  5.63  
3275,                    , 16  8 43.720650 ,  -23 41  7.49858 , -   10.27 , -   25.96 ,    7.6 ,  5.86  
5423,                    , 16  9 17.487448 ,  +41  5 42.69604 , -  207.94 , +   63.06 ,   27.2 ,  6.69  
3273, iota^2 Nor         , 16  9 18.548667 ,  -57 56  3.54548 , -   13.37 , -   59.73 ,   12.0 ,  5.57  
5424,                    , 16  9 25.973070 ,  +55 49 44.30778 , -   33.06 , +   22.99 ,    7.4 ,  6.43  
3277,                    , 16  9 52.589331 ,  -33 32 44.89609 , -   25.60 , -   44.75 ,    7.5 ,  5.50  
5425,                    , 16 10  1.963869 ,  +81  8 38.41186 , +   21.53 , -   19.94 ,    4.9 ,  7.91  
3278,                    , 16 11 17.705948 ,  -41  7 11.29639 , -   79.48 , -  126.04 ,   14.4 ,  5.86  
3279,                    , 16 11 28.738110 ,  +16 39 56.48676 , +    2.83 , +    5.05 ,    7.4 ,  6.09  
3282,                    , 16 12 57.764623 ,  +12 48  2.52774 , +    4.69 , +   27.02 ,    7.2 ,  7.01  
5427,                    , 16 13 12.296711 ,  -34 18 24.77779 , -    9.25 , -    1.73 ,    3.6 ,  7.39  
5428,                    , 16 13 14.791854 ,  -44  4 25.10343 , +   27.97 , -    3.29 ,   13.9 ,  7.52  
3283, 9 Her              , 16 13 15.429773 ,  + 5  1 15.90758 , +   36.87 , -    5.53 ,    7.6 ,  5.46  
5429,                    , 16 13 50.997507 ,  -30 12 43.86134 , -    4.46 , -   37.14 ,    5.7 ,  7.60  
5430,                    , 16 13 52.337170 ,  +16 26  3.50206 , -   11.86 , +    9.98 ,     .0 ,  7.74  
3289,                    , 16 14 33.444810 ,  +73 23 41.60860 , -   10.42 , +   34.21 ,    4.3 ,  6.02  
5431,                    , 16 15  1.279339 ,  +11 29 24.09096 , +    4.55 , -   75.45 ,   10.0 ,  7.55  
5432,                    , 16 15 19.094357 ,  -27 12 36.93961 , -   61.31 , -  135.25 ,   27.6 ,  7.53  
5433,                    , 16 15 47.280933 ,  +53 14 12.01456 , +   11.86 , -   62.45 ,   11.6 ,  6.95  
5434,                    , 16 15 50.719705 ,  +36 33 16.13044 , -    9.36 , -    7.91 ,    3.3 ,  7.00  
3286,                    , 16 15 51.494980 ,  -14 50 56.80927 , +    6.41 , +    2.02 ,    5.3 ,  6.09  
3291,                    , 16 17 15.346969 ,  +59 45 18.08294 , +    7.16 , +   25.46 ,    4.9 ,  5.37  
5436,                    , 16 17 49.966765 ,  -13 22 20.97421 , -   41.91 , -   32.01 ,    3.0 ,  7.24  
5437,                    , 16 18  5.837602 ,  +62 25 23.83586 , -    8.46 , -   45.59 ,    5.4 ,  7.33  
3288,                    , 16 18 17.899122 ,  -28 36 50.47237 , -   32.72 , -  100.45 ,   23.2 ,  4.80  
3285,                    , 16 18 23.522526 ,  -73  2 36.25576 , -    7.20 , -   17.49 ,    3.4 ,  6.58  
3290, 19 Her             , 16 18 23.656842 ,  +25 53 48.07126 , -    3.58 , +    0.93 ,    6.5 ,  6.70  
5438,                    , 16 19  9.410393 ,  - 6 52 34.70553 , -   13.03 , -   88.68 ,    6.4 ,  6.88  
3292,                    , 16 19 11.213413 ,  +49  2 17.36844 , -   21.47 , +   32.84 ,    5.1 ,  5.93  
5439,                    , 16 19 12.563664 ,  +21 47 18.82922 , +   19.42 , -   26.00 ,    1.8 ,  8.81  
5440,                    , 16 19 25.073198 ,  -15 32 45.74868 , +    2.94 , -    2.90 ,    3.3 ,  8.51  
5441,                    , 16 21 30.229087 ,  -69 43 22.78781 , -   29.52 , -   80.33 ,    6.2 ,  8.56  
5442,                    , 16 22 17.389971 ,  - 8 44 29.88418 , -   24.09 , -   10.01 ,    5.8 ,  7.34  
5443,                    , 16 22 28.596671 ,  -75 40 45.33251 , -    1.65 , -    8.92 ,    1.9 ,  7.99  
5444,                    , 16 23 20.918107 ,  +58 42 50.26643 , -   44.15 , +   53.44 ,   12.1 ,  8.94  
5445,                    , 16 23 21.300081 ,  -51 30  8.90829 , -    9.16 , -   16.53 ,    5.6 ,  8.99  
5446,                    , 16 24 31.975420 ,  -35 10 30.92874 , +   50.54 , -   12.81 ,   11.4 ,  7.54  
5447,                    , 16 24 39.449090 ,  - 2 29 17.13919 , -   32.79 , -   14.71 ,   16.3 ,  7.21  
5448,                    , 16 25  6.750558 ,  +24  3 23.66941 , +    7.48 , -    1.99 ,    2.2 ,  7.76  
5449,                    , 16 25 26.739749 ,  -19 50 14.22689 , -   11.34 , -   31.28 ,    5.9 ,  9.01  
3305,                    , 16 25 43.183837 ,  +78 57 49.87628 , -  113.06 , +  104.50 ,   23.6 ,  5.55  
5451,                    , 16 26 19.726253 ,  -45 47 29.00940 , -    2.33 , -    4.34 ,     .5 ,  7.50  
5452,                    , 16 26 21.195721 ,  + 2 30 28.21641 , -   21.62 , +   15.94 ,    8.8 ,  6.66  
5453,                    , 16 26 43.473317 ,  +40 54 50.47159 , +   31.95 , -   14.64 ,    5.8 ,  9.07  
5454,                    , 16 26 51.229634 ,  +85 37  1.44931 , +   27.41 , +   36.43 ,   11.4 ,  8.63  
3988,                    , 16 27   .760166 ,  -82 33 35.66860 , -   12.41 , -   18.74 ,    6.0 ,  6.80  
5456,                    , 16 28  8.200623 ,  +17 29 27.90187 , -   12.93 , +    4.30 ,    3.9 ,  9.21  
3297, 25 Her             , 16 28 15.158897 ,  -58 35 59.26005 , -   22.10 , -   35.11 ,    4.8 ,  5.67  
5457,                    , 16 28 31.825052 ,  +29  4 32.53469 , -   14.56 , +   13.73 ,    5.7 ,  7.24  
3300,                    , 16 28 33.980557 ,  + 0 39 54.01052 , +    5.65 , -   67.59 ,    7.7 ,  5.41  
5458,                    , 16 28 35.058352 ,  +49 24 56.09199 , +    7.22 , +   11.01 ,    1.6 ,  9.12  
3303, 30 Her             , 16 28 38.547656 ,  +41 52 54.03810 , +   29.02 , -    5.51 ,    9.0 ,  4.83  
3301,                    , 16 29 42.328163 ,  -46 14 35.62335 , -    2.72 , -    3.84 ,     .9 ,  5.35  
5459,                    , 16 29 45.868891 ,  -52 24 17.16503 , -   10.63 , +    3.21 ,    4.2 ,  8.08  
5460,                    , 16 30 14.957423 ,  +47 57  8.56477 , -   94.04 , -  275.83 ,   19.7 ,  6.98  
5461,                    , 16 30 38.062084 ,  + 9 43 53.43279 , +    3.00 , -   10.80 ,    -.9 ,  8.81  
3302,                    , 16 30 49.359482 ,  -61 38   .61258 , -   11.39 , -    9.14 ,    4.8 ,  5.19  
3307, omega Oph          , 16 32  8.200406 ,  -21 27 59.00994 , +   22.02 , +   35.47 ,   18.6 ,  4.45  
5463,                    , 16 32 30.296173 ,  -83 35 32.35879 , -   28.60 , -   40.73 ,    3.7 ,  7.91  
3309, 28 Her             , 16 32 35.685170 ,  + 5 31 16.39297 , +   15.39 , -    0.44 ,   10.1 ,  5.63  
3310, 29 Her             , 16 32 36.291334 ,  +11 29 16.95338 , -  179.59 , -   78.73 ,   10.2 ,  4.84  
3311, mu Nor             , 16 34  5.020979 ,  -44  2 43.13346 , +    0.89 , -    2.54 ,     .9 ,  4.86  
3306,                    , 16 34 19.340387 ,  -70 59 17.14939 , -   16.21 , -   13.15 ,    3.4 ,  5.50  
5466,                    , 16 35 29.674645 ,  -18 40 20.49122 , -   86.32 , +   17.86 ,   25.3 ,  8.74  
3312, theta TrA          , 16 35 44.818922 ,  -65 29 43.43806 , +   34.09 , -   28.95 ,    9.9 ,  5.50  
5467,                    , 16 35 55.643778 ,  -37 21 47.01254 , -   92.49 , -   49.11 ,   17.7 ,  8.51  
3314,                    , 16 36 11.201723 ,  +46 36 47.99671 , -   11.99 , +    3.04 ,    3.7 ,  5.83  
5468,                    , 16 36 38.759590 ,  + 2  1 59.33887 , -   18.84 , -   19.42 ,    3.5 ,  8.45  
5469,                    , 16 36 48.557178 ,  - 6 17 39.50078 , -   21.68 , -    2.95 ,   17.9 ,  7.85  
5470,                    , 16 37 15.369611 ,  -11 20 28.44815 , +   10.77 , -    8.52 ,    2.5 ,  8.27  
5471,                    , 16 37 30.170278 ,  +43 33 53.04340 , +    5.88 , +   17.36 ,    6.5 ,  7.28  
3316,                    , 16 37 48.009833 ,  +13 41 13.32568 , -   33.78 , -   62.25 ,   14.3 ,  6.30  
3318,                    , 16 37 49.013310 ,  +27  2 37.80633 , +    1.59 , -   33.65 ,    3.5 ,  6.96  
3315,                    , 16 38  1.553804 ,  - 6 32 16.85206 , -    7.87 , -    9.29 ,    7.9 ,  6.05  
5473,                    , 16 39  5.933511 ,  +24 41 46.31198 , -   32.62 , -   94.23 ,   11.2 ,  7.83  
3326, 18 Dra             , 16 40 55.119994 ,  +64 35 20.56838 , +    0.46 , -   15.94 ,    4.7 ,  4.84  
3323,                    , 16 41   .581825 ,  +24 51 31.33475 , -   34.49 , +    1.75 ,    7.2 ,  6.07  
5474,                    , 16 41  3.046707 ,  -15 21 25.56339 , -    5.60 , -   41.12 ,   11.7 ,  8.40  
5475,                    , 16 41  4.582831 ,  +36 12  4.29897 , +   30.58 , -   21.04 ,    8.4 ,  7.29  
5476,                    , 16 41 30.199736 ,  + 4 52 18.62313 , +    1.71 , -   22.03 ,    7.9 ,  6.96  
3322,                    , 16 41 36.179068 ,  -24 28  4.66024 , -   54.10 , -    9.03 ,   12.4 ,  6.07  
3321,                    , 16 41 40.225326 ,  -49 39  5.59092 , -    2.48 , -    3.00 ,     .8 ,  5.62  
3324, 14 Oph             , 16 41 42.482059 ,  + 1 10 52.43306 , -  100.57 , +   53.47 ,   19.7 ,  5.74  
5477,                    , 16 42 12.217038 ,  -67 29  7.08080 , +    9.30 , +    6.56 ,    3.0 ,  7.99  
3328,                    , 16 42 27.812071 ,  +49 56 11.18676 , +  133.32 , -  107.83 ,   34.0 ,  6.48  
5478,                    , 16 43  1.302267 ,  - 8 57  4.56224 , -   14.14 , -   16.60 ,    7.5 ,  8.70  
3325,                    , 16 43 38.723940 ,  -32  6 21.40268 , -    8.39 , -   23.20 ,    4.1 ,  6.46  
3330,                    , 16 43 51.687549 ,  +34  2 19.69277 , -   73.06 , +   57.69 ,   18.1 ,  6.02  
5479,                    , 16 45  5.497976 ,  -31 22 47.91135 , -    2.12 , -    6.06 ,    2.1 ,  8.23  
5480,                    , 16 45 49.394835 ,  +21 37 32.07789 , -    5.32 , -    3.38 ,    2.5 ,  9.26  
3332, 43 Her             , 16 45 49.891976 ,  + 8 34 57.41336 , -    1.78 , +   15.12 ,    9.3 ,  5.15  
3331,                    , 16 46  6.372842 ,  -46 31 55.18131 , -    3.28 , -   31.75 ,    7.2 ,  6.47  
5481,                    , 16 46 23.816507 ,  +47 32 35.89740 , +   26.13 , +   16.13 ,   15.9 ,  8.00  
5482,                    , 16 46 51.344328 ,  -25 31 42.85306 , -    4.47 , -   13.98 ,    4.3 ,  6.72  
3336,                    , 16 47 19.746276 ,  +42 14 20.10434 , +    1.81 , -   25.38 ,    4.3 ,  5.86  
3333, 45 Her             , 16 47 46.419823 ,  + 5 14 48.27904 , -   19.58 , -   39.45 ,    7.0 ,  5.22  
5483,                    , 16 48 51.431989 ,  - 4 30 56.41034 , +    6.01 , -   84.63 ,   14.6 ,  7.11  
5484,                    , 16 49  1.453018 ,  -20 27 21.58188 , -    1.99 , -    4.82 ,    2.7 ,  8.65  
5485,                    , 16 49 15.277408 ,  +29 57 52.96001 , -   62.43 , +   78.54 ,    3.4 ,  6.59  
3338,                    , 16 49 23.389417 ,  +52 55   .68608 , -   18.46 , -    6.13 ,    3.2 ,  7.09  
5486,                    , 16 49 47.411933 ,  -18 15 37.92587 , +   32.71 , -    0.30 ,    7.5 ,  9.07  
5488,                    , 16 50 37.086513 ,  +63  8 22.09674 , -    9.63 , +   13.49 ,    5.7 ,  8.82  
3339, 50 Her             , 16 50 38.958441 ,  +29 48 23.54112 , -    5.56 , -    2.41 ,    3.5 ,  5.73  
5489,                    , 16 51  5.543934 ,  -27 58 47.71466 , -    8.69 , -    5.68 ,    4.1 ,  7.87  
5490,                    , 16 51  7.698349 ,  +12 30  2.75254 , +    3.47 , -    6.04 ,    2.7 ,  8.85  
3337,                    , 16 51 53.882714 ,  -65 22 31.64152 , -    1.40 , -   12.82 ,    3.4 ,  6.12  
3340,                    , 16 52 41.142166 ,  +18  3 43.67829 , +   29.38 , -   22.59 ,   20.9 ,  6.81  
3345,                    , 16 54 28.501820 ,  +70 27 50.43483 , -    5.59 , -   35.28 ,    4.0 ,  6.99  
